"Ancestry/Origin","ID","","Individual","astl","astl","astl","astr","astr","astr","bas","bas","bas","brg","brg","brg","dacl","dacl","dacl","dacr","dacr","dacr","ecml","ecml","ecml","ecmr","ecmr","ecmr","ectl","ectl","ectl","ectr","ectr","ectr","fmal","fmal","fmal","fmar","fmar","fmar","fmtl","fmtl","fmtl","fmtr","fmtr","fmtr","glb","glb","glb","lam","lam","lam","mastl","mastl","mastl","mastr","mastr","mastr","nas","nas","nas","obhi","obhi","obhi","obhir","obhir","obhir","obhs","obhs","obhs","obhsr","obhsr","obhsr","ops","ops","ops","proHEST","proHEST","proHEST","ssp","ssp","ssp","wnbl","wnbl","wnbl","wnbr","wnbr","wnbr","zygl","zygl","zygl","zygoml","zygoml","zygoml","zygomr","zygomr","zygomr","zygool","zygool","zygool","zygoor","zygoor","zygoor","zygr","zygr","zygr"
"EUROPEAN AMERICAN","896","MAXWELL MUSEUM","M","177.9635","-195.908099999999","218.1925","284.2327","-235.9221","222.694899999999","249.7666","-165.568299999999","236.8925","220.6159","-237.5809","350.640499999999","248.4684","-130.122099999999","323.398399999999","265.8566","-135.0549","325.5577","241.2229","-94.4191","266.2395","299.1909","-114.6246","269.7133","211.126399999999","-119.2795","307.5613","302.757999999999","-151.6472","312.8998","208.6498","-122.311899999999","313.7509","302.5683","-155.2465","319.1924","205.1954","-126.7021","311.405199999999","303.2932","-160.437099999999","317.669199999999","256.362","-131.972399999999","346.216299999999","209.324099999999","-280.7325","231.8304","205.8321","-139.563799999999","218.1028","302.9492","-171.8889","223.0283","255.959399999999","-130.1835","340.2092","239.0813","-110.6461","312.83","287.7671","-127.7287","314.2026","219.9994","-125.5714","332.8929","289.0305","-149.0643","337.95","241.6848","-192.1561","205.8658","278.6232","-77.7408999999999","294.473099999999","274.8926","-87.4315","300.154299999999","253.858399999999","-125.3515","329.7375","263.586799999999","-127.6665","331.6086","194.429599999999","-126.8955","271.056899999999","222.5095","-95.7716","287.3184","309.993699999999","-125.8396","292.222199999999","238.2195","-109.9448","312.5547","288.000299999999","-127.8579","313.972399999999","314.7242","-172.7457","274.7764"
"EUROPEAN AMERICAN","897","MAXWELL MUSEUM","M","-9999","-9999","-9999","-9999","-9999","-9999","205.575099999999","-233.7563","252.462899999999","-9999","-9999","-9999","180.5431","-239.7636","340.958399999999","199.270299999999","-254.5343","343.177799999999","195.943299999999","-191.3974","306.611899999999","244.2023","-225.9297","307.4807","152.54","-214.1201","325.428499999999","236.272899999999","-270.6567","330.9843","145.9848","-221.424499999999","332.056199999999","229.9864","-280.5214","336.5914","142.049499999999","-223.800099999999","327.9529","229.763399999999","-285.7875","333.161299999999","183.104099999999","-254.956799999999","360.0869","-9999","-9999","-9999","168.4546","-192.3905","238.472299999999","258.699","-255.7466","246.9694","186.6338","-250.3537","354.428699999999","177.843899999999","-214.051999999999","335.336099999999","227.7529","-247.816","339.4678","151.8792","-234.3728","345.109899999999","211.9331","-276.7945","349.875","203.7048","-242.3425","213.339499999999","226.5148","-196.5569","342.486699999999","221.0179","-204.981599999999","343.7909","188.6865","-240.958699999999","349.2316","194.683799999999","-245.8297","349.9135","143.1448","-202.5017","282.224899999999","172.848999999999","-193.499599999999","319.6293","249.802699999999","-247.0506","325.461099999999","178.0907","-213.450799999999","335.4055","227.7538","-248.173399999999","339.3188","253.597","-278.6222","294.681699999999"
"EUROPEAN AMERICAN","898","MAXWELL MUSEUM","F","192.101","-170.502","217.8796","291.6979","-212.7158","220.8511","256.284499999999","-147.6056","247.955199999999","215.0642","-242.824199999999","320.5683","246.6355","-144.362599999999","331.0513","261.2011","-149.8615","331.63","-9999","-9999","-9999","-9999","-9999","-9999","211.821599999999","-129.014399999999","317.8528","297.1462","-164.801199999999","321.627299999999","207.6945","-137.3557","324.864899999999","294.3022","-172.718999999999","329.3261","205.7099","-139.2228","321.7173","294.7312","-176.1408","327.259","249.6172","-157.7645","347.304399999999","218.543","-249.2768","214.618699999999","211.1416","-129.8922","232.899599999999","303.8684","-166.5179","238.3556","251.2734","-151.3638","343.4673","235.7588","-122.4756","323.3122","286.2022","-142.6929","325.5713","216.385099999999","-146.408899999999","337.5667","277.7264","-172.3426","342.2285","252.9617","-162.3401","218.0591","275.3188","-95.9843999999999","317.861499999999","270.5679","-107.0488","321.2796","250.4591","-144.046699999999","337.6714","257.5163","-147.5701","338.0679","198.8009","-127.7183","284.4696","225.168","-108.173199999999","306.754399999999","304.446","-140.0958","308.562099999999","239.1434","-124.8865","325.281","280.7669","-141.7195","326.644099999999","311.407699999999","-173.0226","286.124599999999"
"EUROPEAN AMERICAN","899","MAXWELL MUSEUM","M","177.3187","-184.2135","226.399","285.608499999999","-226.8572","222.0551","249.521099999999","-158.9121","246.051799999999","214.1904","-255.5004","344.505699999999","243.5437","-138.7782","333.353","264.104199999999","-146.4155","333.906999999999","-9999","-9999","-9999","-9999","-9999","-9999","206.591199999999","-129.5414","320.5829","299.848599999999","-159.1414","320.3294","206.8265","-133.8629","329.7067","298.7653","-165.1989","329.6587","202.7792","-140.613499999999","330.5029","298.165599999999","-171.756599999999","329.484399999999","253.4485","-146.1261","357.31","207.4644","-276.8204","228.284899999999","200.9231","-139.6549","225.3544","303.581099999999","-172.9233","225.1858","253.9978","-143.3407","348.7509","232.1586","-117.3901","321.3586","287.2131","-136.200799999999","321.8756","216.6516","-140.9593","344.0704","282.1628","-163.6875","347.0522","241.259099999999","-181.0256","211.3042","273.9606","-88.5772999999999","300.709999999999","270.5624","-97.0404999999999","310.117099999999","251.917399999999","-136.790799999999","341.756899999999","259.4934","-138.8313","340.680799999999","-9999","-9999","-9999","219.9239","-100.604","297.7278","308.485","-129.950799999999","299.396099999999","232.3107","-117.7679","321.1723","286.912399999999","-136.3459","321.7207","-9999","-9999","-9999"
"EUROPEAN AMERICAN","900","MAXWELL MUSEUM","F","187.248899999999","-177.0958","220.038","297.514999999999","-198.6249","227.2927","251.0247","-137.0954","238.3304","232.1278","-215.6047","334.9973","243.9657","-110.0044","319.912899999999","263.5975","-113.6771","317.0389","232.0958","-84.0575","271.158","287.5491","-97.2198999999999","274.1578","207.0534","-105.3939","304.919699999999","298.939599999999","-123.8021","308.5129","205.2119","-112.2101","313.128199999999","297.5199","-131.138","316.558899999999","202.140899999999","-115.6303","312.6437","298.8333","-136.706799999999","315.984399999999","252.4151","-116.6347","339.6034","226.2226","-250.6595","233.722299999999","206.896199999999","-124.235699999999","226.2168","300.5296","-145.1861","231.2126","253.2817","-110.1423","331.8845","231.117099999999","-93.9509999999999","304.8949","282.141599999999","-104.9051","307.9653","217.172699999999","-115.8866","329.1322","283.0244","-130.0406","332.377099999999","247.529799999999","-161.7276","210.783999999999","264.230099999999","-62.2824","293.5479","262.913999999999","-71.1345","299.223599999999","250.701699999999","-105.3578","326.1626","256.923999999999","-107.3871","327.120999999999","193.086299999999","-114.0462","270.396599999999","218.2279","-85.9896999999999","289.861899999999","299.593399999999","-102.845","294.0917","232.0986","-93.8794999999999","305.3133","282.328599999999","-104.379","308.1175","310.971099999999","-141.8021","275.013899999999"
"EUROPEAN AMERICAN","901","MAXWELL MUSEUM","M","166.6977","-211.562099999999","220.5737","282.527499999999","-230.277999999999","220.535599999999","236.9059","-166.9576","240.5446","208.211999999999","-250.6613","350.525899999999","219.1998","-135.200999999999","325.843799999999","240.791699999999","-139.5113","328.4356","208.425","-109.9465","267.192999999999","270.1954","-121.054599999999","271.697299999999","182.121199999999","-134.361999999999","304.2522","279.4082","-150.1123","313.3607","180.3852","-140.035699999999","314.5009","277.668099999999","-157.084399999999","323.9836","177.8425","-146.3041","318.578199999999","276.957699999999","-165.353199999999","327.3734","227.5865","-140.5303","347.599699999999","205.1339","-282.2029","234.5885","178.098099999999","-160.9538","225.1014","288.0575","-176.0328","229.675199999999","228.746199999999","-136.513499999999","341.754399999999","208.1001","-121.4556","310.4046","260.889799999999","-130.550299999999","316.1222","192.6653","-139.300199999999","332.3124","261.697099999999","-151.7379","339.523599999999","230.3606","-192.7765","206.7619","241.8086","-85.6090999999999","291.738299999999","239.824","-94.4364999999999","300.4306","225.0239","-130.1595","333.1378","235.2136","-130.8486","335.1994","167.8526","-152.2211","271.3992","192.992099999999","-112.5006","288.322","281.816599999999","-129.8049","295.5153","208.502","-121.561","310.6949","259.697799999999","-129.357699999999","316.382999999999","294.3974","-170.557999999999","279.211599999999"
"EUROPEAN AMERICAN","902","MAXWELL MUSEUM","M","168.4785","-209.6139","218.369499999999","279.0104","-254.0618","224.9061","239.5634","-181.452","238.366199999999","202.112699999999","-267.9089","347.7191","236.4276","-162.997999999999","327.954","255.220699999999","-171.7898","330.409499999999","-9999","-9999","-9999","-9999","-9999","-9999","200.0515","-149.7645","314.148399999999","290.508699999999","-187.8529","316.3034","197.0525","-156.24","321.723799999999","287.4777","-195.1309","325.1129","192.5025","-158.8938","322.3593","287.8723","-201.495399999999","324.974699999999","243.4334","-169.955","352.5017","187.1286","-297.6415","235.555499999999","190.425","-162.651199999999","217.7671","289.552399999999","-204.7836","224.1115","245.3349","-166.983399999999","346.288999999999","226.600699999999","-141.9111","318.6372","277.187599999999","-165.362699999999","319.122599999999","209.179399999999","-161.4555","339.214099999999","273.0715","-189.2739","342.7751","233.647699999999","-198.9085","210.0645","268.2422","-118.653099999999","304.4436","265.226999999999","-125.8383","307.6972","243.84","-159.2064","335.1925","252.437299999999","-163.479299999999","336.295999999999","187.4027","-150.2577","281.4458","212.787499999999","-126.7546","291.6315","298.3886","-165.1241","295.1555","226.568","-141.5834","318.766799999999","275.622","-164.791799999999","319.293499999999","300.0554","-202.0576","279.9676"
"EUROPEAN AMERICAN","903","MAXWELL MUSEUM","M","193.1904","-156.2879","222.638299999999","301.418","-187.538299999999","231.436299999999","250.5508","-139.813899999999","246.4891","225.9077","-222.917","333.0869","244.3366","-113.6593","314.9066","-9999","-9999","-9999","234.829299999999","-89.1972999999999","265.5419","286.8261","-101.8318","271.3625","212.3398","-104.1213","301.760299999999","295.959299999999","-128.3399","307.5231","208.7868","-112.464699999999","310.0975","294.908","-134.3749","314.8654","206.444799999999","-114.1758","307.937299999999","296.160599999999","-139.4566","315.508899999999","249.660799999999","-122.8736","338.491199999999","229.551099999999","-245.5016","219.1463","209.9847","-125.0267","227.6493","297.5958","-144.9828","230.616199999999","253.105799999999","-116.101299999999","327.4139","234.7136","-95.2483","302.8774","281.018599999999","-110.1567","307.233299999999","220.4738","-114.6528","325.0004","279.4014","-132.1493","329.223299999999","248.6844","-157.376299999999","216.6706","267.1689","-72.2935999999999","286.026799999999","263.9769","-79.5220999999999","292.3492","252.6303","-109.854299999999","321.920399999999","256.7791","-111.5446","323.1102","198.0791","-115.592299999999","267.9128","220.8955","-87.5528999999999","279.6191","298.54","-109.9221","286.0839","236.441599999999","-96.0065","303.2533","286.8111","-111.055499999999","305.511199999999","308.327299999999","-141.823299999999","276.386199999999"
"EUROPEAN AMERICAN","904","MAXWELL MUSEUM","M","168.679499999999","-219.4606","221.7581","274.6927","-259.6447","236.4134","243.5342","-184.6147","241.8103","198.0464","-265.9948","349.8693","232.437999999999","-162.6115","326.6213","248.081099999999","-166.912299999999","329.8983","224.4703","-126.5218","268.8718","285.679199999999","-146.1234","276.9225","197.87","-150.160699999999","310.129099999999","284.3186","-178.9643","320.274099999999","194.7108","-155.316399999999","319.0502","282.225399999999","-184.526","329.3767","188.6947","-161.643599999999","318.8921","283.6227","-192.7569","330.0396","236.5831","-164.0509","349.392","200.860999999999","-300.0719","228.6834","195.6511","-169.259199999999","221.3581","294.2959","-199.199","237.219799999999","238.5492","-160.598899999999","340.816199999999","221.866199999999","-141.9716","313.283999999999","271.528799999999","-157.6865","319.849499999999","206.825099999999","-159.9343","336.1634","265.9325","-179.323","342.5473","239.366","-203.6947","212.600599999999","260.777499999999","-110.070899999999","300.1544","255.7473","-119.4346","306.353999999999","238.190599999999","-157.5884","333.0672","244.5583","-159.142799999999","333.5788","182.080999999999","-156.237799999999","279.6684","207.0891","-129.1132","292.5511","291.265499999999","-157.130799999999","305.574099999999","221.9422","-142.0107","313.160399999999","271.5479","-158.6999","319.322499999999","296.4913","-202.2563","287.3136"
"EUROPEAN AMERICAN","905","MAXWELL MUSEUM","M","140.8934","-241.634899999999","211.9353","229.665899999999","-294.4587","215.5103","212.719699999999","-219.715","225.620299999999","163.672","-283.3374","335.153099999999","215.125499999999","-185.9351","310.366699999999","232.7152","-195.8578","309.1068","-9999","-9999","-9999","-9999","-9999","-9999","181.886599999999","-169.1722","295.3605","-9999","-9999","-9999","178.9043","-173.950899999999","303.929899999999","-9999","-9999","-9999","171.5766","-175.067299999999","303.0792","-9999","-9999","-9999","220.0514","-194.415899999999","329.7103","154.0984","-318.4925","226.2773","165.8583","-197.9789","210.1198","256.907699999999","-252.209399999999","213.334399999999","222.736999999999","-191.1566","324.3976","210.438899999999","-167.011699999999","298.070699999999","254.9391","-192.5295","299.3489","189.6002","-179.9704","321.0448","247.1407","-214.549","325.2","198.7123","-241.580999999999","196.905","253.7358","-144.953399999999","268.790599999999","249.2764","-152.6054","277.086299999999","222.156299999999","-185.0898","316.949799999999","229.887","-189.19","317.231499999999","-9999","-9999","-9999","197.228","-152.1561","275.539199999999","273.1154","-198.297599999999","276.8838","210.751399999999","-166.449199999999","297.9769","255.6434","-191.7581","299.530399999999","-9999","-9999","-9999"
"EUROPEAN AMERICAN","906","MAXWELL MUSEUM","M","171.178699999999","-219.8321","212.336199999999","273.6634","-246.9096","220.9239","235.1494","-179.5059","235.371199999999","204.4581","-256.3319","350.1021","228.5851","-146.625699999999","315.622999999999","247.5338","-154.0131","319.0119","215.6283","-119.3715","258.9116","276.113999999999","-138.3625","260.7046","190.529599999999","-140.1031","299.369199999999","284.916999999999","-166.2082","305.901599999999","189.1194","-146.9319","312.622999999999","282.4431","-171.946","318.1189","186.0479","-150.5397","308.4973","283.73","-176.7168","313.2683","236.5061","-154.7886","338.9972","201.049399999999","-291.741699999999","240.290899999999","182.4368","-164.9102","217.3272","289.053699999999","-191.7554","224.6885","237.4892","-150.6416","332.5205","216.1424","-130.052899999999","301.843599999999","270.511","-144.1885","304.442099999999","198.980099999999","-150.3503","326.3295","267.4341","-167.781399999999","333.5502","228.546799999999","-202.701699999999","205.0641","251.265199999999","-99.887","283.727199999999","247.801199999999","-110.624","289.942799999999","234.383199999999","-142.906","323.2593","243.634999999999","-145.8146","323.848999999999","174.9796","-148.6233","274.367999999999","197.282299999999","-123.0584","280.7069","288.936899999999","-145.3144","285.709499999999","215.6421","-130.2543","301.432999999999","270.0083","-145.034799999999","304.386","296.772899999999","-184.762499999999","275.4255"
"EUROPEAN AMERICAN","907","MAXWELL MUSEUM","F","190.0437","-184.3647","212.8126","295.718799999999","-206.908199999999","224.846399999999","249.4016","-149.3749","242.8195","227.604099999999","-235.2219","337.7076","241.1261","-127.714699999999","327.541299999999","258.2346","-131.766699999999","324.6487","-9999","-9999","-9999","-9999","-9999","-9999","204.054599999999","-120.673199999999","311.411499999999","294.129099999999","-141.3997","314.575499999999","201.8539","-127.6922","320.271099999999","293.478799999999","-147.6527","324.2604","199.2338","-130.9384","318.284499999999","294.646999999999","-153.2502","320.7407","248.0342","-134.646899999999","345.3267","222.9443","-253.358399999999","228.361799999999","202.185","-139.7105","229.1312","297.926499999999","-160.1891","237.409699999999","249.172","-128.574299999999","336.284899999999","227.475799999999","-109.0491","313.2481","277.8657","-120.6085","316.4879","213.4378","-130.855099999999","336.473299999999","279.1229","-144.0067","339.8578","248.2519","-167.0183","209.4546","260.1607","-82.1834","304.1352","258.507499999999","-89.8162999999999","307.221","258.251199999999","-131.8616","324.6483","253.350799999999","-125.739","332.014599999999","191.0747","-128.4573","274.3867","213.9255","-99.3657","297.895899999999","295.686399999999","-117.5404","302.255299999999","227.591399999999","-109.2866","313.3073","281.205499999999","-120.9091","315.3895","305.9388","-154.4529","280.3039"
"EUROPEAN AMERICAN","908","MAXWELL MUSEUM","M","168.8787","-216.6673","224.478199999999","286.2085","-232.1459","231.101599999999","235.3356","-171.098299999999","238.5577","217.570899999999","-264.091099999999","350.078899999999","222.8959","-146.2792","335.2201","244.352499999999","-148.792399999999","337.253199999999","-9999","-9999","-9999","-9999","-9999","-9999","183.0542","-140.933899999999","317.414199999999","287.698699999999","-157.6956","321.140699999999","181.173599999999","-146.7182","328.9307","286.6157","-164.244599999999","333.4963","177.868599999999","-149.989499999999","328.5269","288.0572","-169.6491","332.273","233.392799999999","-148.0823","359.018199999999","215.079399999999","-288.162199999999","235.4067","181.9583","-163.5266","225.8898","288.471099999999","-178.3287","226.565699999999","233.5779","-145.523599999999","352.6822","207.5534","-125.7522","320.719499999999","267.7848","-136.3734","322.992","194.004899999999","-146.5753","345.221999999999","271.0133","-160.5581","348.9649","231.8108","-194.6249","211.494499999999","245.899499999999","-94.1661","298.6508","243.368599999999","-103.775899999999","309.359399999999","229.3033","-141.6086","340.766599999999","240.305","-142.4144","342.734899999999","166.533899999999","-152.043399999999","279.059399999999","192.1883","-116.905199999999","293.9762","293.013399999999","-170.3445","319.5468","213.2272","-128.1228","322.240799999999","262.374199999999","-136.2079","323.8038","302.8702","-177.4573","279.1096"
"EUROPEAN AMERICAN","909","MAXWELL MUSEUM","F","180.9147","-184.0345","221.249799999999","284.2941","-201.278699999999","220.2475","240.648","-147.289899999999","239.5685","226.055","-223.6652","336.967499999999","237.403899999999","-115.6389","317.1476","254.5992","-118.5433","318.322099999999","-9999","-9999","-9999","-9999","-9999","-9999","196.8383","-114.4756","304.8138","290.101","-130.9103","304.5516","195.6517","-121.4555","314.785199999999","290.256599999999","-137.5336","316.3661","193.4384","-125.0946","314.859199999999","291.551899999999","-141.336099999999","313.2054","245.502399999999","-117.9983","332.8059","219.780599999999","-257.753699999999","227.2724","195.3167","-133.6973","227.4446","287.0024","-147.5735","227.364","246.1028","-115.1169","328.694099999999","220.4524","-99.2356","307.4302","273.7801","-107.6987","306.8877","209.968899999999","-122.6678","329.882299999999","277.017499999999","-134.491199999999","328.972399999999","238.495499999999","-165.912299999999","210.916799999999","251.1424","-75.4709","296.3168","251.193199999999","-75.6394999999999","296.703199999999","243.2811","-111.4895","323.324599999999","249.298","-112.6546","324.117099999999","180.4566","-122.818","270.7282","203.8484","-90.6773","288.029299999999","291.1861","-103.9068","287.6764","220.9102","-99.8678","307.463399999999","273.9468","-107.6377","306.730999999999","303.983299999999","-146.6801","268.494"
"EUROPEAN AMERICAN","910","MAXWELL MUSEUM","M","172.337899999999","-206.9456","216.948299999999","271.591","-274.6412","230.3758","248.629899999999","-190.4479","242.1345","194.084399999999","-261.072","346.192999999999","245.5018","-164.176099999999","325.3928","263.144","-174.455199999999","325.8958","-9999","-9999","-9999","-9999","-9999","-9999","213.2706","-142.3699","307.879","297.8759","-196.0816","317.7841","208.307999999999","-147.57","318.3953","294.703399999999","-200.9035","327.8013","203.4146","-152.485099999999","313.375","294.0464","-206.6354","323.4506","252.483","-168.2305","345.096999999999","188.6918","-291.264599999999","229.3812","206.280499999999","-162.359299999999","219.231699999999","295.976","-217.7458","230.4506","253.466199999999","-167.246299999999","338.502299999999","240.412499999999","-142.7944","308.011199999999","288.655399999999","-173.3921","311.5337","219.9812","-154.7705","334.473099999999","281.301699999999","-191.8933","341.440299999999","237.6673","-211.8076","209.964599999999","283.8279","-125.7226","288.617999999999","279.6018","-132.1971","295.0699","255.0401","-159.9807","329.0799","260.2808","-166.9555","331.0299","193.0629","-149.0343","271.8446","226.0729","-129.0044","287.3315","298.3099","-206.535","315.016399999999","240.171899999999","-143.300999999999","307.9739","288.8","-173.4909","311.7502","305.548099999999","-221.245399999999","278.797199999999"
"EUROPEAN AMERICAN","911","MAXWELL MUSEUM","M","142.1081","-234.0372","217.594699999999","248.4","-284.3492","226.7432","218.1885","-211.2683","233.3775","172.112699999999","-277.6048","347.943199999999","214.9436","-176.917399999999","328.0355","235.736899999999","-187.0824","332.0724","214.6388","-144.044199999999","274.7463","268.2805","-171.166699999999","277.573399999999","181.9403","-162.0603","312.537699999999","268.1378","-205.2046","322.3749","176.6711","-168.0387","322.060999999999","266.8281","-210.6831","331.363099999999","172.697399999999","-171.208699999999","319.791","266.952099999999","-216.239499999999","328.253499999999","221.1433","-182.854999999999","354.0684","166.5473","-313.8159","235.345499999999","174.518599999999","-181.5196","219.4238","269.0273","-228.979899999999","223.895","223.9984","-180.0812","345.8987","206.6879","-157.4678","315.598799999999","260.4164","-180.4017","321.7474","187.1788","-170.8126","336.9472","251.7775","-202.088799999999","345.3073","208.099099999999","-235.2637","202.7276","251.439799999999","-131.5085","302.040599999999","247.345","-141.1841","307.970399999999","221.860999999999","-175.914999999999","335.068699999999","232.908099999999","-178.7774","336.932599999999","163.6654","-168.216199999999","275.0511","198.1458","-142.275299999999","293.885499999999","279.6847","-180.8846","301.139099999999","213.718799999999","-162.6621","320.0208","250.8407","-178.8514","324.174199999999","280.667399999999","-225.764399999999","283.9624"
"EUROPEAN AMERICAN","912","MAXWELL MUSEUM","F","216.0158","-150.882499999999","201.075999999999","308.3351","-219.0823","201.499699999999","289.323699999999","-152.2841","216.899599999999","234.0515","-213.8786","321.050999999999","292.12","-125.229299999999","293.0436","308.0231","-134.8159","294.422599999999","-9999","-9999","-9999","-9999","-9999","-9999","258.9243","-105.1205","278.678299999999","334.678299999999","-163.4717","283.682599999999","254.9881","-110.4169","286.8056","331.921299999999","-167.6245","291.165399999999","250.2861","-112.825599999999","286.813899999999","331.4524","-173.7349","291.811699999999","297.197099999999","-132.2092","315.0951","218.092999999999","-241.470699999999","211.347399999999","249.2079","-119.4712","207.274599999999","329.5545","-182.377399999999","209.098899999999","299.4381","-129.4035","308.906999999999","284.841099999999","-102.0256","280.2017","330.4995","-136.502399999999","282.6743","265.209499999999","-116.3781","304.275699999999","321.749199999999","-157.883","308.7264","-9999","-9999","-9999","-9999","-9999","-9999","323.2196","-98.0968","271.442999999999","299.1426","-121.7446","298.679399999999","307.117999999999","-127.922","300.4107","244.5627","-105.2598","248.043399999999","276.7393","-89.9774","259.0489","346.4769","-141.6908","263.952499999999","288.007299999999","-104.2604","282.418099999999","328.2328","-133.8034","284.4046","340.9778","-179.446699999999","250.982499999999"
"EUROPEAN AMERICAN","913","MAXWELL MUSEUM","F","196.4745","-185.4036","220.792399999999","310.261399999999","-197.2015","232.6287","255.7288","-141.4614","239.4136","244.4931","-215.1687","347.469499999999","244.9138","-107.7089","315.8625","261.116499999999","-110.0865","319.340899999999","227.552899999999","-76.3187","271.830499999999","288.1195","-83.4273","276.897699999999","204.1922","-106.0922","301.9474","302.7509","-114.0229","311.132499999999","203.0136","-110.7379","311.752999999999","301.5025","-118.8148","320.866499999999","200.269499999999","-114.9308","312.615799999999","304.0419","-122.711699999999","321.9576","251.376299999999","-110.7629","338.0815","246.5582","-252.9265","241.6579","204.6865","-131.095499999999","225.244","309.467199999999","-140.5507","234.657","251.4948","-108.7463","331.4691","227.011799999999","-92.8545","302.7572","280.061899999999","-97.3883","308.8623","214.732699999999","-112.5254","327.772499999999","286.673299999999","-117.8794","334.9589","255.7092","-161.8248","206.514199999999","258.971099999999","-56.4429","294.7982","258.298299999999","-64.6230999999999","297.9352","249.124699999999","-104.307599999999","324.9673","256.3299","-105.083699999999","325.758399999999","191.4344","-117.2419","268.7291","210.3975","-86.7973","282.544199999999","299.5847","-93.9219999999999","292.421899999999","231.298","-94.2317","304.2166","279.9778","-98.3571","308.3394","316.149999999999","-124.9184","283.2961"
"EUROPEAN AMERICAN","914","MAXWELL MUSEUM","F","207.629099999999","-153.0241","218.7427","304.892299999999","-190.550099999999","220.1532","273.8958","-161.390899999999","246.3967","247.377299999999","-208.5226","338.9699","264.6367","-103.2029","317.406999999999","283.4597","-108.9272","318.090599999999","266.067999999999","-110.1298","278.6965","317.054399999999","-139.5807","288.3646","231.480099999999","-125.6383","313.1206","319.1906","-118.1403","305.592699999999","229.0641","-98.9291","317.0665","316.339299999999","-124.8045","316.0387","223.7142","-101.3739","316.6377","318.427799999999","-130.199999999999","316.0839","274.0742","-110.5357","339.940999999999","236.2186","-236.2714","241.4875","231.239299999999","-136.281299999999","226.488599999999","317.125","-193.570799999999","236.576799999999","274.948899999999","-105.7514","331.9655","256.862799999999","-124.1018","318.076599999999","305.6766","-98.9354","307.611899999999","241.3213","-103.651799999999","329.7149","304.0955","-121.7488","329.554399999999","265.5158","-182.3177","213.4071","301.260299999999","-107.6363","308.7821","294.7289","-116.226","314.2567","272.5427","-99.6218999999999","325.1331","279.490299999999","-101.638099999999","325.1771","217.7401","-127.3498","272.729699999999","245.6474","-107.9571","296.704799999999","324.2026","-159.5482","306.3967","257.0328","-123.9896","318.221499999999","305.9139","-99.0422999999999","307.453399999999","329.9237","-136.8445","275.998499999999"
"EUROPEAN AMERICAN","915","MAXWELL MUSEUM","M","154.3681","-232.8537","211.2151","246.5001","-296.9272","229.4571","231.9487","-219.1689","232.139199999999","177.4641","-269.048299999999","348.557","234.014399999999","-183.2353","315.151099999999","249.45","-193.7153","316.1069","229.356799999999","-155.5719","259.7602","284.9644","-189.370399999999","265.5692","202.326799999999","-163.9975","298.4986","279.4311","-216.7311","306.8455","197.6596","-169.521999999999","308.600599999999","275.2454","-222.608499999999","316.682599999999","193.391099999999","-174.3248","308.4159","273.4429","-228.7413","316.8636","240.880599999999","-186.1425","336.273399999999","164.5692","-314.379","233.531","193.0222","-190.5112","215.7679","275.842199999999","-244.557099999999","228.3733","241.897899999999","-184.6639","328.4879","227.7296","-163.294099999999","300.3844","273.326599999999","-193.738499999999","305.3847","208.7381","-172.795199999999","325.5093","263.823899999999","-210.340499999999","330.765199999999","221.1534","-241.4255","206.270299999999","-9999","-9999","-9999","266.1813","-156.1694","292.916299999999","241.2032","-180.5832","321.7654","246.999","-184.6909","322.423499999999","184.3425","-173.977499999999","269.8306","216.2246","-150.654799999999","279.496699999999","289.938499999999","-199.115199999999","288.0178","224.7801","-161.154599999999","299.315699999999","273.6195","-193.593999999999","305.272699999999","281.9893","-244.4975","276.580699999999"
"EUROPEAN AMERICAN","916","MAXWELL MUSEUM","F","187.5564","-169.087099999999","219.257299999999","298.036099999999","-186.2509","225.599099999999","247.2159","-135.502","240.5976","227.1322","-220.4659","339.621199999999","243.9743","-116.2724","313.7257","260.4707","-120.5814","314.319399999999","229.6403","-93.0383","266.471499999999","280.4703","-107.3272","265.6052","208.1784","-109.3057","302.540399999999","295.112","-127.8096","302.685","206.5206","-114.1507","311.917399999999","296.7065","-132.1878","311.483299999999","203.571499999999","-117.6268","313.753899999999","296.4721","-139.4443","312.241899999999","251.960299999999","-118.9868","337.1032","216.609299999999","-252.1826","233.9248","202.6953","-123.4392","228.3186","295.671699999999","-145.223","226.323","251.9589","-115.4682","328.789899999999","230.011599999999","-98.1676999999999","303.031799999999","277.1626","-108.9871","304.554899999999","218.4803","-115.3361","326.6648","284.3324","-129.8522","326.8005","243.0712","-155.7007","213.4548","281.9121","-82.0181","286.2982","259.668799999999","-83.0889999999999","295.788599999999","249.124699999999","-111.7222","319.451399999999","255.91","-113.6433","319.4725","192.929","-118.4425","271.383899999999","218.792499999999","-92.4462","284.990099999999","293.5142","-106.7551","285.7864","229.650499999999","-98.1740999999999","302.8441","277.2217","-109.2748","304.5341","306.4615","-143.8775","269.561699999999"
