"Ancestry/Origin","ID","","Individual","astl","astl","astl","astr","astr","astr","bas","bas","bas","brg","brg","brg","dacl","dacl","dacl","dacr","dacr","dacr","ecml","ecml","ecml","ecmr","ecmr","ecmr","ectl","ectl","ectl","ectr","ectr","ectr","fmal","fmal","fmal","fmar","fmar","fmar","fmtl","fmtl","fmtl","fmtr","fmtr","fmtr","glb","glb","glb","lam","lam","lam","mastl","mastl","mastl","mastr","mastr","mastr","nas","nas","nas","obhi","obhi","obhi","obhir","obhir","obhir","obhs","obhs","obhs","obhsr","obhsr","obhsr","ops","ops","ops","proHEST","proHEST","proHEST","ssp","ssp","ssp","wnbl","wnbl","wnbl","wnbr","wnbr","wnbr","zygl","zygl","zygl","zygoml","zygoml","zygoml","zygomr","zygomr","zygomr","zygool","zygool","zygool","zygoor","zygoor","zygoor","zygr","zygr","zygr"
"Cuba","178","MUSEO MONTANE HAVANA","M","101.304199999999","-83.8958999999999","243.180399999999","131.101699999999","-191.766799999999","239.494599999999","136.2013","-132.848199999999","296.075499999999","8.23249999999999","-168.1827","288.8098","86.7733999999999","-137.307199999999","372.003899999999","94.9274","-159.648699999999","373.588399999999","-9999","-9999","-9999","-9999","-9999","-9999","87.869","-97.9231","362.7108","115.1798","-193.527999999999","359.966799999999","75.9758","-100.9803","363.505699999999","103.4836","-195.9139","361.3586","70.2861999999999","-99.7981999999999","358.9977","100.927","-199.0458","356.249199999999","73.4184999999999","-153.2588","379.813499999999","72.2185","-156.1636","200.896199999999","133.654699999999","-77.9915","284.3736","164.0993","-181.774","277.4105","81.6329999999999","-151.8812","379.7003","102.1044","-108.402","375.042599999999","-9999","-9999","-9999","68.5665999999999","-115.2876","371.6752","-9999","-9999","-9999","147.5594","-129.3857","256.045999999999","-9999","-9999","-9999","142.572399999999","-134.1312","389.7801","88.3926","-142.6903","379.889599999999","92.7398","-154.397699999999","381.408799999999","98.8811","-74.3999","327.921699999999","114.9779","-90.1946999999999","367.7731","141.312","-177.6783","367.6455","102.7801","-115.5309","376.87","116.976699999999","-166.7614","377.3625","137.5282","-204.663999999999","325.11"
"Cuba","179","MUSEO MONTANE HAVANA","M","96.8588","-85.2629","232.9369","130.076699999999","-188.635899999999","242.240299999999","134.827599999999","-129.0402","292.424399999999","7.30419999999999","-161.515899999999","297.6897","92.0002","-132.145299999999","371.7262","96.9906","-155.8938","369.6786","-9999","-9999","-9999","-9999","-9999","-9999","86.0888999999999","-92.7643999999999","359.137","113.8954","-191.1878","357.4114","78.4621999999999","-93.2436","360.4143","106.5587","-194.1686","358.1086","73.4681","-93.0503999999999","354.2486","103.110699999999","-196.944799999999","352.362799999999","77.0874","-149.7341","381.7266","57.9367999999999","-147.840399999999","204.796899999999","130.8108","-75.626","282.713399999999","156.912399999999","-179.2589","283.964999999999","84.2348999999999","-147.264999999999","380.365299999999","103.6216","-102.8527","369.407899999999","-9999","-9999","-9999","70.7535","-110.5209","373.285","-9999","-9999","-9999","144.4163","-127.067899999999","256.646","-9999","-9999","-9999","137.2066","-130.997199999999","383.4089","92.2519999999999","-137.8435","378.3082","96.9634999999999","-147.5207","379.8441","98.4231","-74.9342","325.188199999999","117.0016","-86.2708999999999","362.5776","141.975799999999","-180.0762","360.8009","104.7048","-109.2015","372.731299999999","121.3133","-168.4575","372.097199999999","131.7628","-198.7237","324.8754"
"Cuba","180","MUSEO MONTANE HAVANA","M","105.197999999999","-77.3380999999999","241.8879","137.9051","-188.7588","241.0479","142.2226","-127.3715","289.752599999999","13.6342","-161.2371","287.476699999999","95.0687","-132.108","358.6915","98.7937","-148.1851","359.635299999999","-9999","-9999","-9999","-9999","-9999","-9999","94.4171","-92.0673","349.0468","124.0098","-179.5746","348.010899999999","83.4151999999999","-94.9472999999999","350.729199999999","112.6123","-184.304","350.7314","80.4542","-94.1894","346.432399999999","106.180899999999","-187.603399999999","344.9347","78.0580999999999","-144.746","370.4871","75.9694999999999","-144.9001","199.3485","141.1406","-71.4205","282.024299999999","168.425099999999","-174.4533","282.9839","87.9462","-142.5463","369.3804","108.7375","-97.6475999999999","358.6333","-9999","-9999","-9999","74.9202999999999","-110.8443","360.6161","-9999","-9999","-9999","152.5491","-124.430499999999","254.5115","-9999","-9999","-9999","146.126499999999","-125.0334","372.7927","98.4726","-136.877999999999","368.107899999999","99.9234","-142.059","369.041499999999","106.6344","-71.7215","320.748299999999","121.3073","-88.6063999999999","355.6702","154.069099999999","-165.1099","347.329099999999","111.32","-108.9612","361.987199999999","128.3492","-155.3677","359.423","139.668499999999","-193.216399999999","314.2341"
"Cuba","181","MUSEO MONTANE HAVANA","M","109.7373","-70.0232","246.0119","137.360099999999","-170.1223","242.756","138.607","-117.1206","297.7311","7.2987","-157.2338","288.0878","89.6102999999999","-121.7167","366.8797","95.1538","-137.246399999999","366.212699999999","-9999","-9999","-9999","-9999","-9999","-9999","91.6954","-82.3477","353.3428","117.4653","-168.2845","353.983499999999","79.0458","-84.2284999999999","355.6258","102.8067","-173.8229","357.369399999999","77.6817999999999","-83.8940999999999","351.380699999999","103.8392","-173.7399","350.0267","76.3238","-132.3068","376.8183","75.0836999999999","-136.2597","197.882","149.922699999999","-67.3065","282.194599999999","169.8707","-157.218999999999","285.2101","83.7467999999999","-130.832699999999","376.1598","108.6241","-91.0118999999999","363.928999999999","-9999","-9999","-9999","71.2038","-96.7347","364.524","-9999","-9999","-9999","147.7854","-115.4665","262.4334","-9999","-9999","-9999","142.2355","-117.0618","384.8272","91.6002","-125.8651","374.6517","95.3224","-132.8066","374.048","107.5937","-65.4594","323.990299999999","126.2183","-78.3362","357.6639","145.7218","-156.786599999999","360.712499999999","108.4876","-100.6711","369.217699999999","123.3403","-146.898699999999","368.6684","136.3633","-178.5179","326.2164"
"Cuba","182","MUSEO MONTANE HAVANA","M","100.7339","-76.8071","250.294299999999","133.5739","-182.2218","247.2902","132.2504","-126.3078","299.0022","2.482","-164.574099999999","290.2427","86.6127","-128.138","375.259","94.0439999999999","-148.5603","372.598599999999","-9999","-9999","-9999","-9999","-9999","-9999","85.5280999999999","-88.3439","367.488499999999","112.0053","-183.675099999999","364.6755","72.4171999999999","-91.8151","368.5357","101.0342","-187.098899999999","366.072999999999","68.9291","-89.8924999999999","362.4304","96.3354","-190.953599999999","358.8403","69.9041","-143.824099999999","385.947499999999","82.9556","-135.7374","199.6224","128.684599999999","-71.4176999999999","286.330499999999","157.3982","-172.134999999999","283.2724","79.3533999999999","-141.8564","383.334099999999","98.9325999999999","-95.9997","376.123699999999","-9999","-9999","-9999","66.5591","-104.8064","376.3138","-9999","-9999","-9999","141.9349","-124.0537","264.502799999999","-9999","-9999","-9999","136.3213","-124.9182","391.0154","87.7747999999999","-133.6903","380.782899999999","91.4107","-141.3441","381.649099999999","94.6256","-66.6581","333.705499999999","111.3265","-83.1116999999999","371.8604","137.7648","-173.2777","368.093099999999","101.0138","-102.936899999999","377.6168","117.2264","-160.894399999999","376.6623","131.9956","-194.615","330.603"
"Cuba","183","MUSEO MONTANE HAVANA","F","89.7322","-79.6377999999999","239.3129","130.423599999999","-188.675","238.6724","133.5093","-125.326899999999","293.6737","13.0764","-167.810499999999","302.271","93.9271999999999","-125.4317","362.85","101.1039","-147.511","362.740099999999","-9999","-9999","-9999","-9999","-9999","-9999","86.4568","-90.1539999999999","352.8005","117.4542","-181.3033","352.293999999999","76.6480999999999","-93.2391999999999","352.5631","110.1824","-184.2551","352.234399999999","72.4963","-91.1000999999999","348.7739","108.4636","-188.3951","347.2196","81.8269999999999","-142.799499999999","371.747599999999","68.5806999999999","-147.4144","204.2586","120.6563","-70.9414","281.4827","154.5482","-173.7508","282.726699999999","89.5651","-140.0138","370.5249","102.028499999999","-96.4202999999999","361.2242","-9999","-9999","-9999","71.1029","-107.8776","361.1827","-9999","-9999","-9999","143.2593","-120.925299999999","259.550299999999","-9999","-9999","-9999","137.7758","-123.2244","374.976499999999","96.4188999999999","-131.2627","369.710199999999","99.2578","-141.9453","369.363099999999","95.5124","-72.4633999999999","322.9479","111.16","-81.7317","352.669899999999","142.8075","-170.806099999999","353.7721","104.6169","-101.3077","361.332499999999","124.3788","-160.7691","361.4144","135.9548","-188.0389","324.1831"
"Cuba","184","MUSEO MONTANE HAVANA","M","103.572","-75.8926","243.3639","134.212899999999","-180.1996","236.706799999999","134.2427","-125.0354","292.442099999999","9.47569999999999","-163.2521","288.1705","85.6845","-129.8993","366.300299999999","90.6496999999999","-148.4393","364.3983","-9999","-9999","-9999","-9999","-9999","-9999","85.66","-90.41","356.707499999999","108.6571","-183.0506","352.312799999999","73.5225999999999","-93.855","360.9619","98.2732","-186.641099999999","355.9078","67.4861999999999","-92.9208","356.8793","94.9919","-188.9298","351.7791","69.0481","-143.6681","378.433899999999","71.4271999999999","-142.265199999999","199.094699999999","134.8252","-74.6854","283.789499999999","159.075099999999","-167.865199999999","280.5224","80.245","-143.0295","376.1634","101.4565","-98.7501","367.089499999999","-9999","-9999","-9999","67.3949","-105.2839","367.4719","-9999","-9999","-9999","143.5404","-122.9248","252.0915","-9999","-9999","-9999","137.625","-128.482699999999","378.8698","88.927","-134.7859","374.101","90.0592999999999","-143.6947","372.5527","96.5230999999999","-72.8125","323.1338","116.5274","-86.4479999999999","358.2932","137.381","-172.244599999999","353.706","103.683","-110.0874","369.5873","114.8582","-157.8754","366.2277","129.095499999999","-191.156","315.816599999999"
"Cuba","185","MUSEO MONTANE HAVANA","M","113.0865","-75.0246999999999","251.8469","137.820699999999","-186.117899999999","245.9559","144.4463","-128.5625","297.834799999999","8.7736","-160.710299999999","297.1977","88.6067","-131.1116","374.8587","94.6043999999999","-151.114","373.461599999999","-9999","-9999","-9999","-9999","-9999","-9999","92.5908","-91.0686","363.919699999999","115.586699999999","-186.159699999999","359.5779","81.1942999999999","-93.1358","365.0975","104.0634","-189.3863","360.6095","75.685","-91.6239","362.271799999999","99.9449","-192.5911","356.9293","73.6603","-146.0748","385.472699999999","76.7407999999999","-137.8689","197.8408","140.2587","-73.4904999999999","292.620099999999","165.9567","-177.5379","286.9044","83.0953999999999","-144.5268","381.9608","106.131","-100.504499999999","374.430099999999","-9999","-9999","-9999","71.9685999999999","-108.2231","374.8351","-9999","-9999","-9999","151.6381","-125.781","258.781099999999","-9999","-9999","-9999","137.5534","-132.142","389.868299999999","90.7652999999999","-138.113699999999","380.734899999999","92.9132","-144.2478","380.902899999999","102.405","-68.8922","330.1025","119.7347","-87.1456","367.9203","142.0882","-177.261599999999","362.4187","106.6297","-111.4967","378.343","122.8619","-166.036499999999","374.4425","133.2526","-199.7704","318.6761"
"Cuba","186","MUSEO MONTANE HAVANA","M","93.558","-74.1122","241.7157","128.9755","-181.1605","242.2956","137.371","-118.9885","296.0183","12.195","-158.411","299.562","88.8830999999999","-122.243399999999","366.968399999999","97.71","-143.5293","366.6705","-9999","-9999","-9999","-9999","-9999","-9999","89.5110999999999","-81.5865","357.819799999999","116.788","-178.368599999999","355.760499999999","77.7044999999999","-84.0357","359.1514","109.593999999999","-180.7829","356.910399999999","74.2485","-84.4990999999999","353.977899999999","106.1075","-183.2545","350.7088","76.5014999999999","-139.1784","381.580199999999","67.1273999999999","-140.5232","204.2744","132.5498","-65.4813999999999","282.563699999999","164.6277","-168.2373","283.789499999999","85.6358","-134.727","378.0509","102.5213","-90.4972999999999","366.5271","-9999","-9999","-9999","69.1096","-97.6003","367.653799999999","-9999","-9999","-9999","142.5988","-117.8508","259.639799999999","-9999","-9999","-9999","137.4719","-118.2278","382.012299999999","93.0117999999999","-127.9427","373.944","94.8312999999999","-135.5472","374.2017","94.8567","-59.6764","322.6791","114.4145","-78.3789","361.034699999999","143.715499999999","-164.511799999999","360.2212","103.9941","-93.7387999999999","368.981499999999","120.804199999999","-151.002299999999","370.7166","135.9581","-191.2168","319.7903"
"Cuba","187","MUSEO MONTANE HAVANA","M","107.4905","-85.3476","244.1395","139.0712","-192.93","241.915699999999","144.9769","-132.8066","298.825899999999","10.0817999999999","-174.5959","299.998299999999","99.0258","-134.7647","373.7794","104.964299999999","-155.845699999999","372.479199999999","-9999","-9999","-9999","-9999","-9999","-9999","98.4860999999999","-98.0743999999999","365.607399999999","125.0292","-190.0859","363.5804","84.5232","-100.5133","368.7081","113.3906","-194.693099999999","367.4442","81.6567","-99.4865","362.03","111.5237","-197.0577","361.932","81.5912","-153.5908","384.7699","79.3256999999999","-149.5753","199.8522","141.7349","-80.9136","291.090899999999","170.090599999999","-182.5123","290.968","93.1346","-149.028099999999","382.7386","113.6066","-106.8477","373.510699999999","-9999","-9999","-9999","79.6110999999999","-112.613","378.257799999999","-9999","-9999","-9999","156.3723","-129.5341","265.1148","-9999","-9999","-9999","148.793","-133.9867","385.492599999999","102.0287","-142.169","380.601699999999","103.8544","-150.5542","380.0362","106.0146","-78.1042999999999","331.7178","127.6273","-91.9061999999999","367.274","152.051999999999","-182.18","363.7071","115.1645","-117.7525","375.670099999999","128.1972","-163.857499999999","374.3295","141.2716","-201.780399999999","325.7044"
"Cuba","188","MUSEO MONTANE HAVANA","M","101.5925","-86.0994","236.900499999999","132.8583","-193.5445","245.655","138.5321","-132.1746","295.3322","9.5312","-169.0029","308.445699999999","100.1242","-133.556","377.4345","104.9895","-156.7927","377.3451","-9999","-9999","-9999","-9999","-9999","-9999","98.4968999999999","-94.1196999999999","364.091","121.6893","-190.0163","364.7142","86.6931","-96.5833999999999","365.4229","113.2557","-191.7675","367.019499999999","80.2819999999999","-96.1332","362.9254","109.3685","-193.9985","361.218599999999","88.1634999999999","-149.1468","391.7755","70.2878","-150.7174","200.261599999999","133.793299999999","-76.8432999999999","285.228299999999","163.685399999999","-183.3111","286.660199999999","94.2677","-145.5217","388.771599999999","112.1598","-103.2209","375.6306","-9999","-9999","-9999","79.3438","-110.0346","377.9934","-9999","-9999","-9999","148.0934","-130.3896","258.241499999999","-9999","-9999","-9999","148.7152","-132.0492","391.5903","100.315","-139.0148","386.560099999999","103.4173","-149.8512","386.9637","104.5844","-76.6770999999999","332.319799999999","125.2932","-89.4972999999999","365.2015","147.9109","-180.4872","366.42","113.1825","-109.4479","378.1329","128.9591","-167.9804","377.9286","136.5696","-200.337099999999","329.0993"
"Cuba","189","MUSEO MONTANE HAVANA","M","97.2023999999999","-78.2273","243.918299999999","130.1219","-178.758399999999","239.1781","128.9848","-125.3609","288.2774","11.9154","-165.561399999999","297.2884","93.9976","-128.403899999999","367.4776","101.5637","-147.9093","366.9981","-9999","-9999","-9999","-9999","-9999","-9999","92.0344999999999","-88.7229999999999","357.469299999999","118.0766","-183.8228","354.4468","77.7699","-93.5164","359.224499999999","107.577299999999","-187.353399999999","357.121899999999","72.5691","-93.1728999999999","354.355399999999","105.2797","-188.7886","350.3629","77.6246","-145.921899999999","378.1929","52.5822999999999","-143.660699999999","203.2473","127.938","-72.7163999999999","283.9354","157.346","-166.937099999999","277.3283","89.3580999999999","-142.012599999999","377.1485","105.9417","-96.1217","367.4178","-9999","-9999","-9999","72.5152999999999","-106.6951","367.406499999999","-9999","-9999","-9999","136.739399999999","-123.3329","254.2979","-9999","-9999","-9999","140.1968","-122.5245","381.3082","94.1150999999999","-132.2632","375.128699999999","98.6817999999999","-143.492999999999","376.6609","96.4021","-72.1927","325.413","119.642799999999","-80.7241","359.142999999999","147.6473","-170.8982","357.068899999999","108.6921","-102.5072","368.9649","125.562","-160.134099999999","367.9193","134.975699999999","-190.941399999999","320.9845"
