Species;Site;Specimen = inventory n°;Sex;Source;Tooth;Tooth;Tooth;Crown;
;;;;;Tooth;Right / Left;Upper / Lower;M.D. (in mm);B.L. (in mm)
Pongo pygmaeus;Cleveland Museum of Natural History;20898;Female;Original (Mahler);M2;Right;Superior;11.8;13.5
Pongo pygmaeus;Cleveland Museum of Natural History;20898;Female;Original (Mahler);M3;Right;Superior;11.2;13.6
Pongo pygmaeus;Cleveland Museum of Natural History;20900;Female;Original (Mahler);I1;Left;Inferior;7.8;9
Pongo pygmaeus;Cleveland Museum of Natural History;20900;Female;Original (Mahler);I2;Left;Inferior;8;9.4
Pongo pygmaeus;Cleveland Museum of Natural History;20900;Female;Original (Mahler);C;Left;Inferior;9.3;11.7
Pongo pygmaeus;Cleveland Museum of Natural History;20900;Female;Original (Mahler);Pm3;Left;Inferior;8;11.7
Pongo pygmaeus;Cleveland Museum of Natural History;20900;Female;Original (Mahler);Pm4;Left;Inferior;8.9;9.4
Pongo pygmaeus;Cleveland Museum of Natural History;20900;Female;Original (Mahler);M1;Left;Inferior;11.5;10.4
Pongo pygmaeus;Cleveland Museum of Natural History;20900;Female;Original (Mahler);M2;Left;Inferior;11.6;11.2
Pongo pygmaeus;Cleveland Museum of Natural History;20900;Female;Original (Mahler);M3;Left;Inferior;12;10.4
Pongo pygmaeus;Cleveland Museum of Natural History;20900;Female;Original (Mahler);I2;Right;Inferior;7.9;9.2
Pongo pygmaeus;Cleveland Museum of Natural History;20900;Female;Original (Mahler);C;Right;Inferior;8.5;11.3
Pongo pygmaeus;Cleveland Museum of Natural History;20900;Female;Original (Mahler);Pm3;Right;Inferior;7.8;11.8
Pongo pygmaeus;Cleveland Museum of Natural History;20900;Female;Original (Mahler);Pm4;Right;Inferior;8.9;9.2
Pongo pygmaeus;Cleveland Museum of Natural History;20900;Female;Original (Mahler);M1;Right;Inferior;11.7;10.3
Pongo pygmaeus;Cleveland Museum of Natural History;20900;Female;Original (Mahler);M2;Right;Inferior;11.8;11.2
Pongo pygmaeus;Cleveland Museum of Natural History;20900;Female;Original (Mahler);M3;Right;Inferior;12.1;10.6
Pongo pygmaeus;Cleveland Museum of Natural History;20900;Female;Original (Mahler);I1;Left;Superior;12.9;11.5
Pongo pygmaeus;Cleveland Museum of Natural History;20900;Female;Original (Mahler);C;Left;Superior;11.5;9.6
Pongo pygmaeus;Cleveland Museum of Natural History;20900;Female;Original (Mahler);Pm3;Left;Superior;8.8;10.5
Pongo pygmaeus;Cleveland Museum of Natural History;20900;Female;Original (Mahler);Pm4;Left;Superior;8.1;10.7
Pongo pygmaeus;Cleveland Museum of Natural History;20900;Female;Original (Mahler);M1;Left;Superior;10.9;11.9
Pongo pygmaeus;Cleveland Museum of Natural History;20900;Female;Original (Mahler);M2;Left;Superior;10.7;12
Pongo pygmaeus;Cleveland Museum of Natural History;20900;Female;Original (Mahler);M3;Left;Superior;10.6;12.5
Pongo pygmaeus;Cleveland Museum of Natural History;20900;Female;Original (Mahler);I1;Right;Superior;13;11.5
Pongo pygmaeus;Cleveland Museum of Natural History;20900;Female;Original (Mahler);I2;Right;Superior;7.3;6.9
Pongo pygmaeus;Cleveland Museum of Natural History;20900;Female;Original (Mahler);C;Right;Superior;11.5;9.4
Pongo pygmaeus;Cleveland Museum of Natural History;20900;Female;Original (Mahler);Pm3;Right;Superior;8.4;10.5
Pongo pygmaeus;Cleveland Museum of Natural History;20900;Female;Original (Mahler);Pm4;Right;Superior;8.2;10.9
Pongo pygmaeus;Cleveland Museum of Natural History;20900;Female;Original (Mahler);M1;Right;Superior;10.9;12
Pongo pygmaeus;Cleveland Museum of Natural History;20900;Female;Original (Mahler);M2;Right;Superior;10.4;11.9
Pongo pygmaeus;Cleveland Museum of Natural History;20900;Female;Original (Mahler);M3;Right;Superior;10.2;12.2
Pongo pygmaeus;Cleveland Museum of Natural History;21811;Female;Original (Mahler);I2;Left;Inferior;8.2;8.7
Pongo pygmaeus;Cleveland Museum of Natural History;21811;Female;Original (Mahler);C;Left;Inferior;9.3;12.1
Pongo pygmaeus;Cleveland Museum of Natural History;21811;Female;Original (Mahler);Pm3;Left;Inferior;9;12.5
Pongo pygmaeus;Cleveland Museum of Natural History;21811;Female;Original (Mahler);Pm4;Left;Inferior;8.9;10.4
Pongo pygmaeus;Cleveland Museum of Natural History;21811;Female;Original (Mahler);M1;Left;Inferior;12;11
Pongo pygmaeus;Cleveland Museum of Natural History;21811;Female;Original (Mahler);M2;Left;Inferior;12.5;11.7
Pongo pygmaeus;Cleveland Museum of Natural History;21811;Female;Original (Mahler);M3;Left;Inferior;11;10.1
Pongo pygmaeus;Cleveland Museum of Natural History;21811;Female;Original (Mahler);I1;Right;Inferior;8;8
Pongo pygmaeus;Cleveland Museum of Natural History;21811;Female;Original (Mahler);I2;Right;Inferior;8.1;8.6
Pongo pygmaeus;Cleveland Museum of Natural History;21811;Female;Original (Mahler);Pm4;Right;Inferior;9.4;10
Pongo pygmaeus;Cleveland Museum of Natural History;21811;Female;Original (Mahler);M1;Right;Inferior;12.2;10.9
Pongo pygmaeus;Cleveland Museum of Natural History;21811;Female;Original (Mahler);M2;Right;Inferior;12.5;12.1
Pongo pygmaeus;Cleveland Museum of Natural History;21811;Female;Original (Mahler);M3;Right;Inferior;11;9.9
Pongo pygmaeus;Cleveland Museum of Natural History;21811;Female;Original (Mahler);I1;Left;Superior;13;11.4
Pongo pygmaeus;Cleveland Museum of Natural History;21811;Female;Original (Mahler);I2;Left;Superior;7.4;7.4
Pongo pygmaeus;Cleveland Museum of Natural History;21811;Female;Original (Mahler);C;Left;Superior;13.7;10.8
Pongo pygmaeus;Cleveland Museum of Natural History;21811;Female;Original (Mahler);Pm3;Left;Superior;9.9;11.8
Pongo pygmaeus;Cleveland Museum of Natural History;21811;Female;Original (Mahler);Pm4;Left;Superior;8.5;12
Pongo pygmaeus;Cleveland Museum of Natural History;21811;Female;Original (Mahler);M1;Left;Superior;11.4;12.6
Pongo pygmaeus;Cleveland Museum of Natural History;21811;Female;Original (Mahler);M2;Left;Superior;12.1;13.7
Pongo pygmaeus;Cleveland Museum of Natural History;21811;Female;Original (Mahler);M3;Left;Superior;9.5;12.2
Pongo pygmaeus;Cleveland Museum of Natural History;21811;Female;Original (Mahler);I1;Right;Superior;12.9;11.3
Pongo pygmaeus;Cleveland Museum of Natural History;21811;Female;Original (Mahler);I2;Right;Superior;7.2;7.6
Pongo pygmaeus;Cleveland Museum of Natural History;21811;Female;Original (Mahler);C;Right;Superior;13.7;10.9
Pongo pygmaeus;Cleveland Museum of Natural History;21811;Female;Original (Mahler);Pm3;Right;Superior;10;11.8
Pongo pygmaeus;Cleveland Museum of Natural History;21811;Female;Original (Mahler);Pm4;Right;Superior;8.3;11.9
Pongo pygmaeus;Cleveland Museum of Natural History;21811;Female;Original (Mahler);M1;Right;Superior;11.8;12.8
Pongo pygmaeus;Cleveland Museum of Natural History;21811;Female;Original (Mahler);M2;Right;Superior;12;13.6
Pongo pygmaeus;Cleveland Museum of Natural History;21811;Female;Original (Mahler);M3;Right;Superior;9.5;12.9
Pongo pygmaeus;Cleveland Museum of Natural History;22511;Male;Original (Mahler);I1;Left;Inferior;9.5;9.5
Pongo pygmaeus;Cleveland Museum of Natural History;22511;Male;Original (Mahler);I2;Left;Inferior;9.8;10.4
Pongo pygmaeus;Cleveland Museum of Natural History;22511;Male;Original (Mahler);C;Left;Inferior;11.1;14
Pongo pygmaeus;Cleveland Museum of Natural History;22511;Male;Original (Mahler);Pm3;Left;Inferior;9.3;14.4
Pongo pygmaeus;Cleveland Museum of Natural History;22511;Male;Original (Mahler);Pm4;Left;Inferior;9.9;10.6
Pongo pygmaeus;Cleveland Museum of Natural History;22511;Male;Original (Mahler);M1;Left;Inferior;13.2;12.1
Pongo pygmaeus;Cleveland Museum of Natural History;22511;Male;Original (Mahler);M2;Left;Inferior;13.3;12.1
Pongo pygmaeus;Cleveland Museum of Natural History;22511;Male;Original (Mahler);M3;Left;Inferior;14.2;11.3
Pongo pygmaeus;Cleveland Museum of Natural History;22511;Male;Original (Mahler);I1;Right;Inferior;9.9;9.5
Pongo pygmaeus;Cleveland Museum of Natural History;22511;Male;Original (Mahler);I2;Right;Inferior;9.8;10.5
Pongo pygmaeus;Cleveland Museum of Natural History;22511;Male;Original (Mahler);C;Right;Inferior;11.3;14.1
Pongo pygmaeus;Cleveland Museum of Natural History;22511;Male;Original (Mahler);Pm3;Right;Inferior;9.2;14.6
Pongo pygmaeus;Cleveland Museum of Natural History;22511;Male;Original (Mahler);Pm4;Right;Inferior;10.2;10.8
Pongo pygmaeus;Cleveland Museum of Natural History;22511;Male;Original (Mahler);M1;Right;Inferior;13.1;12.1
Pongo pygmaeus;Cleveland Museum of Natural History;22511;Male;Original (Mahler);M2;Right;Inferior;13.2;12
Pongo pygmaeus;Cleveland Museum of Natural History;22511;Male;Original (Mahler);M3;Right;Inferior;14.8;11.3
Pongo pygmaeus;Cleveland Museum of Natural History;22511;Male;Original (Mahler);I1;Left;Superior;14.9;11.9
Pongo pygmaeus;Cleveland Museum of Natural History;22511;Male;Original (Mahler);I2;Left;Superior;8.2;8.2
Pongo pygmaeus;Cleveland Museum of Natural History;22511;Male;Original (Mahler);C;Left;Superior;16.4;11.3
Pongo pygmaeus;Cleveland Museum of Natural History;22511;Male;Original (Mahler);Pm3;Left;Superior;9.6;12.1
Pongo pygmaeus;Cleveland Museum of Natural History;22511;Male;Original (Mahler);Pm4;Left;Superior;9;12.4
Pongo pygmaeus;Cleveland Museum of Natural History;22511;Male;Original (Mahler);M1;Left;Superior;12.1;13
Pongo pygmaeus;Cleveland Museum of Natural History;22511;Male;Original (Mahler);M2;Left;Superior;11.2;13.5
Pongo pygmaeus;Cleveland Museum of Natural History;22511;Male;Original (Mahler);M3;Left;Superior;12.3;13.3
Pongo pygmaeus;Cleveland Museum of Natural History;22511;Male;Original (Mahler);I1;Right;Superior;14.8;11.8
Pongo pygmaeus;Cleveland Museum of Natural History;22511;Male;Original (Mahler);I2;Right;Superior;8.2;8.1
Pongo pygmaeus;Cleveland Museum of Natural History;22511;Male;Original (Mahler);C;Right;Superior;16.1;11.7
Pongo pygmaeus;Cleveland Museum of Natural History;22511;Male;Original (Mahler);Pm3;Right;Superior;9.8;11.9
Pongo pygmaeus;Cleveland Museum of Natural History;22511;Male;Original (Mahler);Pm4;Right;Superior;9.1;12.3
Pongo pygmaeus;Cleveland Museum of Natural History;22511;Male;Original (Mahler);M1;Right;Superior;11.8;13.2
Pongo pygmaeus;Cleveland Museum of Natural History;22511;Male;Original (Mahler);M2;Right;Superior;11.1;13.3
Pongo pygmaeus;Cleveland Museum of Natural History;22511;Male;Original (Mahler);M3;Right;Superior;13.7;13.9
Pongo pygmaeus;Cleveland Museum of Natural History;23001;Female;Original (Mahler);I1;Left;Inferior;9.3;8.8
Pongo pygmaeus;Cleveland Museum of Natural History;23001;Female;Original (Mahler);I2;Left;Inferior;8.9;8.8
Pongo pygmaeus;Cleveland Museum of Natural History;23001;Female;Original (Mahler);C;Left;Inferior;8.3;12.4
Pongo pygmaeus;Cleveland Museum of Natural History;23001;Female;Original (Mahler);Pm3;Left;Inferior;9;14.1
Pongo pygmaeus;Cleveland Museum of Natural History;23001;Female;Original (Mahler);Pm4;Left;Inferior;11.1;11.8
Pongo pygmaeus;Cleveland Museum of Natural History;23001;Female;Original (Mahler);M1;Left;Inferior;.;11.5
Pongo pygmaeus;Cleveland Museum of Natural History;23001;Female;Original (Mahler);M2;Left;Inferior;13.7;12.4
Pongo pygmaeus;Cleveland Museum of Natural History;23001;Female;Original (Mahler);M3;Left;Inferior;14.4;12.1
Pongo pygmaeus;Cleveland Museum of Natural History;23001;Female;Original (Mahler);I1;Right;Inferior;8.8;8.8
Pongo pygmaeus;Cleveland Museum of Natural History;23001;Female;Original (Mahler);I2;Right;Inferior;8.9;8.9
Pongo pygmaeus;Cleveland Museum of Natural History;23001;Female;Original (Mahler);C;Right;Inferior;8.3;11.9
Pongo pygmaeus;Cleveland Museum of Natural History;23001;Female;Original (Mahler);Pm3;Right;Inferior;9;14.3
Pongo pygmaeus;Cleveland Museum of Natural History;23001;Female;Original (Mahler);Pm4;Right;Inferior;11.1;12
Pongo pygmaeus;Cleveland Museum of Natural History;23001;Female;Original (Mahler);M1;Right;Inferior;12.2;11.5
Pongo pygmaeus;Cleveland Museum of Natural History;23001;Female;Original (Mahler);M2;Right;Inferior;13.6;12.3
Pongo pygmaeus;Cleveland Museum of Natural History;23001;Female;Original (Mahler);M3;Right;Inferior;14.3;12.2
Pongo pygmaeus;Cleveland Museum of Natural History;23001;Female;Original (Mahler);C;Left;Superior;12;9.5
Pongo pygmaeus;Cleveland Museum of Natural History;23001;Female;Original (Mahler);Pm3;Left;Superior;9.5;12.2
Pongo pygmaeus;Cleveland Museum of Natural History;23001;Female;Original (Mahler);Pm4;Left;Superior;9.3;12.1
Pongo pygmaeus;Cleveland Museum of Natural History;23001;Female;Original (Mahler);M1;Left;Superior;11;12.8
Pongo pygmaeus;Cleveland Museum of Natural History;23001;Female;Original (Mahler);M2;Left;Superior;11.7;13.7
Pongo pygmaeus;Cleveland Museum of Natural History;23001;Female;Original (Mahler);M3;Left;Superior;10.8;13
Pongo pygmaeus;Cleveland Museum of Natural History;23001;Female;Original (Mahler);I1;Right;Superior;13.6;10.3
Pongo pygmaeus;Cleveland Museum of Natural History;23001;Female;Original (Mahler);I2;Right;Superior;8.7;8.2
Pongo pygmaeus;Cleveland Museum of Natural History;23001;Female;Original (Mahler);C;Right;Superior;11.4;9.3
Pongo pygmaeus;Cleveland Museum of Natural History;23001;Female;Original (Mahler);Pm3;Right;Superior;9.7;12.1
Pongo pygmaeus;Cleveland Museum of Natural History;23001;Female;Original (Mahler);Pm4;Right;Superior;9.3;12
Pongo pygmaeus;Cleveland Museum of Natural History;23001;Female;Original (Mahler);M1;Right;Superior;11.2;12.5
Pongo pygmaeus;Cleveland Museum of Natural History;23001;Female;Original (Mahler);M2;Right;Superior;12;13.6
Pongo pygmaeus;Cleveland Museum of Natural History;23001;Female;Original (Mahler);M3;Right;Superior;11.2;13
Pongo pygmaeus;Cleveland Museum of Natural History;24610;Female;Original (Mahler);I1;Left;Inferior;9;7.9
Pongo pygmaeus;Cleveland Museum of Natural History;24610;Female;Original (Mahler);I2;Left;Inferior;8.9;8.1
Pongo pygmaeus;Cleveland Museum of Natural History;24610;Female;Original (Mahler);C;Left;Inferior;8.4;11.1
Pongo pygmaeus;Cleveland Museum of Natural History;24610;Female;Original (Mahler);Pm3;Left;Inferior;8.1;12.7
Pongo pygmaeus;Cleveland Museum of Natural History;24610;Female;Original (Mahler);Pm4;Left;Inferior;9.4;9.7
Pongo pygmaeus;Cleveland Museum of Natural History;24610;Female;Original (Mahler);M1;Left;Inferior;12.1;10.5
Pongo pygmaeus;Cleveland Museum of Natural History;24610;Female;Original (Mahler);M2;Left;Inferior;12;11.1
Pongo pygmaeus;Cleveland Museum of Natural History;24610;Female;Original (Mahler);M3;Left;Inferior;11.6;10.7
Pongo pygmaeus;Cleveland Museum of Natural History;24610;Female;Original (Mahler);I1;Right;Inferior;9;7.9
Pongo pygmaeus;Cleveland Museum of Natural History;24610;Female;Original (Mahler);I2;Right;Inferior;8.7;8
Pongo pygmaeus;Cleveland Museum of Natural History;24610;Female;Original (Mahler);C;Right;Inferior;8.9;11.2
Pongo pygmaeus;Cleveland Museum of Natural History;24610;Female;Original (Mahler);Pm3;Right;Inferior;8.4;12.6
Pongo pygmaeus;Cleveland Museum of Natural History;24610;Female;Original (Mahler);Pm4;Right;Inferior;9.4;10
Pongo pygmaeus;Cleveland Museum of Natural History;24610;Female;Original (Mahler);M1;Right;Inferior;12.1;10.2
Pongo pygmaeus;Cleveland Museum of Natural History;24610;Female;Original (Mahler);M2;Right;Inferior;12;11.5
Pongo pygmaeus;Cleveland Museum of Natural History;24610;Female;Original (Mahler);M3;Right;Inferior;11.6;10.9
Pongo pygmaeus;Cleveland Museum of Natural History;24610;Female;Original (Mahler);I1;Left;Superior;13.9;10.7
Pongo pygmaeus;Cleveland Museum of Natural History;24610;Female;Original (Mahler);I2;Left;Superior;9;7.6
Pongo pygmaeus;Cleveland Museum of Natural History;24610;Female;Original (Mahler);C;Left;Superior;12.5;9
Pongo pygmaeus;Cleveland Museum of Natural History;24610;Female;Original (Mahler);Pm3;Left;Superior;8.8;10.5
Pongo pygmaeus;Cleveland Museum of Natural History;24610;Female;Original (Mahler);Pm4;Left;Superior;8.4;11
Pongo pygmaeus;Cleveland Museum of Natural History;24610;Female;Original (Mahler);M1;Left;Superior;10.8;11.7
Pongo pygmaeus;Cleveland Museum of Natural History;24610;Female;Original (Mahler);M2;Left;Superior;10.5;12.1
Pongo pygmaeus;Cleveland Museum of Natural History;24610;Female;Original (Mahler);M3;Left;Superior;10.6;12
Pongo pygmaeus;Cleveland Museum of Natural History;24610;Female;Original (Mahler);I1;Right;Superior;13.8;10.5
Pongo pygmaeus;Cleveland Museum of Natural History;24610;Female;Original (Mahler);I2;Right;Superior;9;7.8
Pongo pygmaeus;Cleveland Museum of Natural History;24610;Female;Original (Mahler);C;Right;Superior;12.3;9.2
Pongo pygmaeus;Cleveland Museum of Natural History;24610;Female;Original (Mahler);Pm3;Right;Superior;8.9;10.7
Pongo pygmaeus;Cleveland Museum of Natural History;24610;Female;Original (Mahler);Pm4;Right;Superior;8.3;11
Pongo pygmaeus;Cleveland Museum of Natural History;24610;Female;Original (Mahler);M1;Right;Superior;10.6;11.9
Pongo pygmaeus;Cleveland Museum of Natural History;24610;Female;Original (Mahler);M2;Right;Superior;10.3;12.1
Pongo pygmaeus;Cleveland Museum of Natural History;24610;Female;Original (Mahler);M3;Right;Superior;10.6;11.8
Pongo pygmaeus;Cleveland Museum of Natural History;28252;Male;Original (Mahler);I1;Left;Inferior;10.4;10.3
Pongo pygmaeus;Cleveland Museum of Natural History;28252;Male;Original (Mahler);I2;Left;Inferior;.;11.3
Pongo pygmaeus;Cleveland Museum of Natural History;28252;Male;Original (Mahler);C;Left;Inferior;13.1;15.6
Pongo pygmaeus;Cleveland Museum of Natural History;28252;Male;Original (Mahler);Pm3;Left;Inferior;12.2;14.8
Pongo pygmaeus;Cleveland Museum of Natural History;28252;Male;Original (Mahler);Pm4;Left;Inferior;11;11.7
Pongo pygmaeus;Cleveland Museum of Natural History;28252;Male;Original (Mahler);M1;Left;Inferior;14;12.4
Pongo pygmaeus;Cleveland Museum of Natural History;28252;Male;Original (Mahler);M2;Left;Inferior;15.1;13.9
Pongo pygmaeus;Cleveland Museum of Natural History;28252;Male;Original (Mahler);M3;Left;Inferior;16.5;12.4
Pongo pygmaeus;Cleveland Museum of Natural History;28252;Male;Original (Mahler);I1;Right;Inferior;10.3;10.3
Pongo pygmaeus;Cleveland Museum of Natural History;28252;Male;Original (Mahler);I2;Right;Inferior;9;11.1
Pongo pygmaeus;Cleveland Museum of Natural History;28252;Male;Original (Mahler);C;Right;Inferior;13;16
Pongo pygmaeus;Cleveland Museum of Natural History;28252;Male;Original (Mahler);Pm3;Right;Inferior;12.1;15
Pongo pygmaeus;Cleveland Museum of Natural History;28252;Male;Original (Mahler);Pm4;Right;Inferior;10.6;11.6
Pongo pygmaeus;Cleveland Museum of Natural History;28252;Male;Original (Mahler);M1;Right;Inferior;13.9;12.4
Pongo pygmaeus;Cleveland Museum of Natural History;28252;Male;Original (Mahler);M2;Right;Inferior;15.4;13.4
Pongo pygmaeus;Cleveland Museum of Natural History;28252;Male;Original (Mahler);M3;Right;Inferior;15.8;12.5
Pongo pygmaeus;Cleveland Museum of Natural History;28252;Male;Original (Mahler);I1;Left;Superior;14.7;.
Pongo pygmaeus;Cleveland Museum of Natural History;28252;Male;Original (Mahler);I2;Left;Superior;9.1;9.7
Pongo pygmaeus;Cleveland Museum of Natural History;28252;Male;Original (Mahler);C;Left;Superior;17.4;13.2
Pongo pygmaeus;Cleveland Museum of Natural History;28252;Male;Original (Mahler);Pm3;Left;Superior;10.1;13.3
Pongo pygmaeus;Cleveland Museum of Natural History;28252;Male;Original (Mahler);Pm4;Left;Superior;9.9;13.2
Pongo pygmaeus;Cleveland Museum of Natural History;28252;Male;Original (Mahler);M1;Left;Superior;13;14.4
Pongo pygmaeus;Cleveland Museum of Natural History;28252;Male;Original (Mahler);M2;Left;Superior;13.3;14.7
Pongo pygmaeus;Cleveland Museum of Natural History;28252;Male;Original (Mahler);M3;Left;Superior;13.4;13.4
Pongo pygmaeus;Cleveland Museum of Natural History;28252;Male;Original (Mahler);I1;Right;Superior;14.8;11.8
Pongo pygmaeus;Cleveland Museum of Natural History;28252;Male;Original (Mahler);I2;Right;Superior;9.1;9.7
